,Id,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_Type_2,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,SalePrice,SalePrice_deskewed
477,1680,527451170,160,RM,24.0,1920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,765.0,GasA,Ex,Y,SBrkr,1365,1.0,0.0,1,1,1,TA,6,Min1,0,None,Detchd,1971.0,Unf,2.0,440.0,TA,TA,Y,240,36,0,0,0,0,None,None,None,0,8,2007,WD ,122500,11.715874472198905
478,1133,531371070,60,RL,68.0,10110,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,ALQ,835.0,GasA,Ex,Y,SBrkr,1696,1.0,0.0,2,1,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,542.0,TA,TA,Y,143,66,0,0,0,0,None,None,None,0,7,2008,WD ,188000,12.144202560946876
479,2761,906394010,60,RL,91.0,10984,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,945.0,GasA,Ex,Y,SBrkr,1809,0.0,0.0,2,1,1,Gd,8,Typ,0,None,Attchd,2005.0,RFn,2.0,638.0,TA,TA,Y,144,54,0,0,0,0,None,None,None,0,5,2006,New,209700,12.253437985595856
480,1642,527256030,20,RL,85.0,14082,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,Unf,2220.0,GasA,Ex,Y,SBrkr,2234,1.0,0.0,1,1,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,724.0,TA,TA,Y,390,80,0,0,0,0,None,None,None,0,1,2007,WD ,441929,12.998906777477094
481,1141,531382110,60,RL,50.0,8480,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,886.0,GasA,Ex,Y,SBrkr,1680,0.0,1.0,2,1,1,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2.0,474.0,TA,TA,Y,144,96,0,0,0,0,None,None,None,0,10,2008,WD ,163000,12.001511614739405
482,2118,906475110,60,RL,0.0,12205,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,832.0,GasA,Gd,Y,SBrkr,2087,0.0,0.0,2,1,1,Gd,9,Typ,0,None,Attchd,1966.0,Fin,2.0,444.0,TA,TA,Y,133,168,0,0,0,0,None,None,None,0,7,2007,WD ,187500,12.141539457711714
483,870,907275010,20,RL,90.0,15750,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1462.0,GasA,Ex,Y,SBrkr,1513,1.0,0.0,2,0,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135,34,0,0,0,0,None,None,None,0,6,2009,WD ,220000,12.301387370778713
484,1875,534201040,20,RL,70.0,8050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,949.0,GasA,TA,Y,SBrkr,1107,1.0,0.0,1,0,1,Gd,5,Typ,0,None,Attchd,1967.0,RFn,1.0,308.0,TA,TA,Y,88,64,0,0,0,0,None,None,None,0,3,2007,WD ,127000,11.751950239425476
485,155,535327140,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,Ex,Y,SBrkr,827,0.0,0.0,1,0,1,TA,5,Mod,1,Po,Detchd,1967.0,Unf,1.0,392.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD ,107500,11.58525542883217
486,1318,902328040,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,742.0,GasA,Ex,Y,SBrkr,1484,0.0,0.0,2,0,1,TA,9,Typ,1,Gd,None,None,None,0.0,0.0,None,None,Y,0,291,134,0,0,0,None,None,None,0,6,2008,WD ,128000,11.759793355371237
487,1285,902100030,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680.0,GasA,Gd,N,FuseP,764,0.0,0.0,1,0,1,TA,4,Typ,0,None,Detchd,1965.0,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,6,2008,WD ,73000,11.19822841866684
488,2400,528164040,20,RL,72.0,11846,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1792.0,GasA,Ex,Y,SBrkr,1792,1.0,0.0,2,0,1,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3.0,874.0,TA,TA,Y,206,49,0,0,0,0,None,None,None,0,8,2006,WD ,374000,12.832013750189885
489,1068,528178070,60,RL,130.0,16900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1479.0,GasA,Ex,Y,SBrkr,2649,1.0,0.0,2,1,1,Gd,10,Typ,1,TA,Attchd,2001.0,Fin,3.0,746.0,TA,TA,Y,0,60,0,0,0,0,None,None,None,0,1,2008,WD ,421250,12.950984134533131
490,361,527164060,60,RL,0.0,9636,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,808.0,GasA,Gd,Y,SBrkr,1593,0.0,0.0,2,1,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2.0,389.0,TA,TA,Y,342,40,0,0,0,0,None,MnPrv,None,0,12,2009,WD ,178000,12.08954444723597
491,1493,908128050,85,RL,90.0,10012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,1138.0,GasA,TA,Y,SBrkr,1181,1.0,0.0,2,0,1,TA,6,Typ,0,None,Detchd,1974.0,RFn,2.0,588.0,TA,TA,Y,0,0,180,0,0,0,None,MnPrv,None,0,4,2008,WD ,137500,11.83138646878959
492,1110,528390020,20,RL,91.0,14303,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1986.0,GasA,Ex,Y,SBrkr,1987,1.0,0.0,2,0,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,691.0,TA,TA,Y,262,36,0,0,0,0,None,None,None,0,8,2008,WD ,301500,12.616528611893463
493,911,909250080,70,RL,43.0,5707,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,583.0,GasA,Gd,Y,FuseF,1242,0.0,0.0,1,1,1,TA,6,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,Fa,TA,Y,329,96,0,0,0,0,None,None,None,0,3,2009,WD ,105000,11.561725152903833
494,2535,534201260,20,RL,78.0,9360,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,976.0,GasA,TA,Y,SBrkr,976,1.0,0.0,1,0,1,Gd,4,Typ,1,Fa,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,94,0,0,0,0,0,None,None,None,0,8,2006,WD ,157500,11.967187086434018
495,2030,903430050,50,RM,40.0,5680,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,969.0,GasA,TA,N,FuseA,1214,0.0,0.0,1,0,1,TA,6,Typ,0,None,Detchd,1920.0,Unf,1.0,216.0,TA,TA,N,0,0,77,0,0,0,None,MnPrv,None,0,9,2007,WD ,117000,11.669937760751914
496,2634,535478090,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864.0,GasA,Gd,Y,SBrkr,864,0.0,1.0,1,0,1,TA,5,Typ,0,None,Attchd,1962.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,2,2006,WD ,105000,11.561725152903833
497,1530,909256060,50,RL,51.0,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1064.0,GasA,Ex,Y,FuseA,1639,0.0,0.0,1,0,1,TA,6,Maj2,0,None,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2008,WD ,115000,11.652696102959753
498,435,528112040,20,RL,95.0,11578,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1736.0,GasA,Ex,Y,SBrkr,1736,0.0,0.0,2,0,1,Ex,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,834.0,TA,TA,Y,319,90,0,0,0,0,None,None,None,0,7,2009,WD ,360000,12.793862088206213
499,812,906226110,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,TA,Y,SBrkr,1535,0.0,0.0,2,0,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,118858,11.685693195625964
500,1202,534251280,60,RL,0.0,9130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,Rec,800.0,GasA,Gd,Y,SBrkr,1632,0.0,1.0,1,1,1,Gd,7,Typ,0,None,Attchd,1966.0,Unf,2.0,484.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,7,2008,WD ,173000,12.06105265381003
501,666,535383120,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,630.0,GasA,TA,Y,FuseA,725,0.0,0.0,1,1,1,TA,4,Typ,0,None,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,11,2009,WD ,78500,11.270866642542865
502,1751,528240020,60,RL,62.0,8244,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840.0,GasA,Ex,Y,SBrkr,1720,0.0,0.0,2,1,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,440.0,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,5,2007,WD ,183500,12.119975396053194
503,705,902135020,20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,936.0,GasA,TA,N,SBrkr,936,0.0,0.0,1,0,1,TA,4,Min2,0,None,Detchd,1974.0,Unf,2.0,576.0,TA,TA,Y,0,32,112,0,0,0,None,None,None,0,2,2009,WD ,93000,11.440365524765756
504,1744,528228375,120,RL,0.0,3621,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1406.0,GasA,Ex,Y,SBrkr,1589,1.0,0.0,2,0,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,3.0,630.0,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,11,2007,WD ,226500,12.330504638906516
505,357,527163040,60,RL,59.0,7837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,799.0,GasA,Gd,Y,SBrkr,1571,0.0,0.0,2,1,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2009,WD ,178000,12.08954444723597
506,2133,907192120,20,RL,72.0,10665,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1453.0,GasA,Ex,Y,SBrkr,1479,1.0,0.0,2,0,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,558.0,TA,TA,Y,144,29,0,0,0,0,None,None,None,0,6,2007,WD ,226000,12.328294703023394
507,989,924100060,60,RL,70.0,10457,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,Ex,CBlock,TA,TA,Gd,BLQ,LwQ,784.0,GasA,Ex,Y,SBrkr,1632,0.0,0.0,1,1,1,TA,7,Typ,1,TA,Attchd,1969.0,RFn,2.0,898.0,TA,TA,Y,0,173,368,0,0,0,None,MnPrv,None,0,4,2009,WD ,173000,12.06105265381003
508,562,532378120,20,RL,60.0,8281,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,864.0,GasA,Gd,Y,SBrkr,864,0.0,0.0,1,0,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1.0,360.0,TA,TA,Y,0,0,236,0,0,0,None,GdWo,None,0,12,2009,WD ,62383,11.04106411122238
509,1054,528104080,60,RL,67.0,14948,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1452.0,GasA,Ex,Y,SBrkr,2713,1.0,0.0,2,1,1,Ex,11,Typ,1,Gd,Attchd,2008.0,Fin,3.0,858.0,TA,TA,Y,126,66,0,0,0,0,None,None,None,0,11,2008,New,446261,13.008661502470739
510,2850,909250070,70,RL,43.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,624.0,GasA,Ex,Y,SBrkr,1479,1.0,0.0,1,0,1,Gd,6,Typ,2,Gd,Detchd,1926.0,Unf,1.0,312.0,TA,TA,Y,530,0,56,0,0,0,None,MnPrv,None,0,5,2006,WD ,160000,11.982935344196433
511,1082,528228405,120,RM,0.0,3940,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1393.0,GasA,Ex,Y,SBrkr,1576,1.0,0.0,2,0,1,Gd,7,Typ,1,TA,Attchd,2004.0,RFn,3.0,668.0,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,5,2008,WD ,219990,12.30134191540679
512,1440,907187080,20,RL,93.0,9382,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468.0,GasA,Ex,Y,SBrkr,1479,0.0,0.0,2,0,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,120,25,0,0,0,0,None,None,None,0,7,2008,WD ,191000,12.160033942617156
513,2006,903201090,40,RL,55.0,6854,Pave,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,LwQ,Rec,756.0,GasA,TA,N,FuseA,1060,1.0,0.0,1,0,1,TA,6,Mod,1,Gd,Detchd,1969.0,Unf,1.0,308.0,Fa,TA,Y,0,65,0,0,150,0,None,None,None,0,8,2007,WD ,136500,11.824087219587643
514,2082,905475520,30,RL,0.0,11515,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,TA,N,SBrkr,943,0.0,0.0,1,0,1,Gd,5,Min2,0,None,Detchd,1958.0,Unf,1.0,308.0,TA,TA,N,0,0,60,0,0,0,None,None,None,0,8,2007,WD ,80000,11.289794413577894
515,2344,527302080,50,RL,0.0,13837,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,LwQ,1204.0,GasA,Gd,Y,SBrkr,2183,0.0,0.0,2,1,1,Gd,9,Typ,0,None,Attchd,1988.0,Unf,3.0,786.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,2,2006,WD ,229000,12.34148164933907
516,248,906223090,60,RL,80.0,9938,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1050.0,GasA,Ex,Y,SBrkr,1949,1.0,0.0,2,1,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2.0,574.0,TA,TA,Y,156,90,0,0,0,0,None,GdPrv,None,0,6,2010,WD ,236000,12.371591321286905
517,2276,921128030,20,RL,85.0,12633,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1824.0,GasA,Ex,Y,SBrkr,1824,0.0,0.0,2,0,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3.0,932.0,TA,TA,Y,160,36,0,0,108,0,None,None,None,0,9,2007,New,392000,12.879019669789754
518,755,903451090,70,RM,57.0,6876,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,Unf,720.0,GasA,Fa,Y,SBrkr,1930,1.0,0.0,2,0,1,TA,8,Typ,0,None,Attchd,1927.0,Unf,1.0,316.0,TA,TA,Y,0,0,213,0,0,0,None,MnPrv,None,0,8,2009,WD ,149000,11.91170829631447
519,1178,533236090,160,FV,36.0,3951,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,Ex,TA,PConc,Gd,TA,Mn,BLQ,GLQ,970.0,GasA,Ex,Y,SBrkr,2393,1.0,0.0,2,1,1,Ex,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,846.0,TA,TA,Y,0,90,0,0,94,0,None,None,None,0,2,2008,WD ,345000,12.75130259456002
520,2636,902100110,70,RM,62.0,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,Unf,716.0,GasA,Ex,Y,FuseA,2014,0.0,0.0,2,0,1,TA,8,Typ,0,None,Detchd,1900.0,Unf,2.0,624.0,TA,TA,Y,0,72,167,0,0,0,None,None,None,0,6,2006,WD ,169000,12.037659911047468
521,2077,905377050,20,RL,84.0,17808,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,484.0,GasA,TA,N,SBrkr,1242,0.0,0.0,1,0,1,TA,4,Mod,0,None,Attchd,1946.0,Unf,1.0,336.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,7,2007,WD ,109900,11.60733523953139
522,2930,924151050,60,RL,74.0,9627,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,TA,TA,PConc,Gd,TA,Av,LwQ,Unf,996.0,GasA,Ex,Y,SBrkr,2000,0.0,0.0,2,1,1,TA,9,Typ,1,TA,Attchd,1993.0,Fin,3.0,650.0,TA,TA,Y,190,48,0,0,0,0,None,None,None,0,11,2006,WD ,188000,12.144202560946876
523,737,903227090,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,780.0,GasA,Ex,Y,FuseF,1412,0.0,0.0,1,0,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,45,0,0,0,0,0,None,None,None,0,5,2009,WD ,132500,11.794345471549745
524,837,907126050,20,RL,65.0,9757,Pave,None,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,990.0,GasA,Ex,Y,SBrkr,990,1.0,0.0,1,0,1,TA,5,Typ,0,None,Attchd,1995.0,RFn,1.0,440.0,TA,TA,Y,66,0,0,0,92,0,None,None,None,0,10,2009,WD ,143000,11.870606902224587
525,2086,905478140,20,RL,58.0,9280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,1342.0,GasA,Ex,Y,SBrkr,1342,1.0,0.0,1,0,1,TA,7,Typ,0,None,Detchd,1951.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2007,WD ,125000,11.736077016252437
526,2385,528114010,20,RL,120.0,14780,Pave,None,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1868.0,GasA,Ex,Y,SBrkr,1868,1.0,0.0,2,0,1,Ex,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,1085.0,TA,TA,Y,354,56,0,0,156,0,None,None,None,0,6,2006,WD ,415000,12.936036208848487
